,Date,MinTemp,MaxTemp,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
40376,2008-08-04,17.5,34.7,11.0,28.0,77.0,45.0,1016.2,1011.8,23.3,29.3,No
40377,2008-08-06,17.6,32.6,15.0,24.0,84.0,21.0,1015.7,1011.9,23.1,31.8,No
40378,2008-08-07,18.4,32.3,24.0,24.0,33.0,18.0,1016.3,1012.0,22.7,31.3,No
40379,2008-08-09,16.6,31.7,15.0,24.0,32.0,18.0,1016.0,1011.7,21.2,30.7,No
40380,2008-08-16,20.5,31.5,30.0,17.0,15.0,13.0,1015.6,1012.5,23.6,30.8,No
40381,2008-08-18,18.1,30.8,31.0,17.0,13.0,9.0,1018.4,1014.7,21.1,29.5,No
40382,2008-08-22,19.4,34.7,17.0,19.0,67.0,25.0,1015.8,1010.8,24.7,33.2,No
40383,2008-08-24,21.1,32.7,19.0,11.0,24.0,26.0,1016.1,1010.9,23.1,32.1,No
40384,2008-08-25,20.9,32.9,22.0,31.0,54.0,43.0,1014.7,1010.1,27.3,31.6,No
40385,2008-09-05,21.8,31.8,11.0,19.0,66.0,54.0,1012.5,1009.1,27.2,30.8,No
40386,2008-09-08,22.5,36.0,9.0,22.0,67.0,55.0,1012.9,1008.1,27.5,31.5,No
40387,2008-09-12,22.2,32.0,9.0,26.0,67.0,53.0,1012.8,1008.7,27.5,30.1,No
40388,2008-09-14,22.7,32.5,11.0,20.0,74.0,56.0,1014.8,1010.9,27.7,31.6,No
40389,2008-09-20,23.9,33.3,17.0,24.0,59.0,56.0,1013.7,1009.8,28.7,31.2,No
40390,2008-09-22,24.0,32.9,15.0,20.0,67.0,39.0,1013.5,1009.4,27.9,32.0,No
40391,2008-09-27,23.8,32.7,9.0,24.0,62.0,42.0,1015.2,1010.9,28.7,31.5,No
40392,2008-10-07,26.7,34.0,17.0,26.0,61.0,55.0,1013.3,1008.8,30.5,32.6,Yes
40393,2008-10-11,25.7,36.8,15.0,28.0,73.0,61.0,1014.4,1009.6,29.4,32.0,No
40394,2008-10-13,25.4,34.2,7.0,28.0,64.0,60.0,1012.5,1008.0,30.2,32.8,No
40395,2008-10-16,20.6,33.2,6.0,20.0,74.0,63.0,1011.1,1006.2,28.5,31.4,No
40396,2008-10-17,24.5,30.1,9.0,9.0,85.0,75.0,1010.2,1007.5,27.6,28.9,Yes
40397,2008-10-21,25.9,35.1,22.0,28.0,67.0,56.0,1011.3,1007.3,30.6,33.2,No
40398,2008-10-27,27.2,34.1,22.0,31.0,52.0,36.0,1012.8,1009.0,30.6,33.1,No
40399,2008-10-29,24.2,33.8,11.0,24.0,57.0,47.0,1013.8,1009.8,29.8,32.6,No
40400,2008-11-04,26.0,33.4,13.0,26.0,62.0,53.0,1012.1,1007.6,31.0,31.9,No
40401,2008-11-09,24.6,35.5,20.0,20.0,67.0,54.0,1011.7,1007.2,28.2,33.1,No
40402,2008-11-10,24.6,32.9,7.0,13.0,72.0,62.0,1011.8,1007.9,28.9,30.4,No
40403,2008-11-11,25.4,33.0,15.0,24.0,71.0,62.0,1011.3,1006.5,28.6,31.9,No
40404,2008-11-18,27.1,31.0,9.0,13.0,71.0,91.0,1008.4,1006.4,30.3,25.9,Yes
40405,2008-11-23,29.6,34.9,30.0,28.0,66.0,50.0,1007.3,1003.7,32.1,34.6,No
40406,2008-11-25,29.1,35.0,15.0,30.0,71.0,71.0,1007.9,1004.4,32.1,31.7,No
40407,2008-11-26,27.2,34.4,9.0,17.0,72.0,58.0,1008.3,1005.0,31.6,33.3,No
40408,2008-11-29,27.0,34.8,9.0,24.0,67.0,61.0,1011.2,1007.7,31.1,33.8,Yes
40409,2008-12-03,26.8,34.4,11.0,17.0,74.0,58.0,1008.0,1004.9,31.1,33.9,No
40410,2008-12-04,25.5,34.4,9.0,33.0,84.0,90.0,1010.3,1008.9,27.8,26.5,Yes
40411,2008-12-06,26.8,34.8,11.0,15.0,72.0,59.0,1010.3,1006.6,30.5,32.7,Yes
40412,2008-12-12,25.8,33.4,7.0,19.0,72.0,76.0,1007.4,1005.0,29.9,29.4,Yes
40413,2008-12-13,25.7,32.3,13.0,11.0,73.0,76.0,1008.1,1005.1,30.9,30.1,Yes
40414,2008-12-20,24.0,29.2,17.0,24.0,90.0,82.0,1006.5,1004.8,26.4,27.7,Yes
40415,2008-12-22,24.9,31.2,2.0,17.0,80.0,65.0,1007.5,1006.1,29.2,31.2,No
40416,2008-12-23,26.1,32.9,17.0,31.0,72.0,62.0,1007.4,1004.6,29.9,32.2,Yes
40417,2009-01-05,23.8,31.7,20.0,13.0,80.0,85.0,1007.0,1004.5,29.3,27.5,Yes
40418,2009-01-08,28.5,33.4,28.0,30.0,78.0,70.0,1006.0,1004.0,30.5,30.6,No
40419,2009-01-11,24.0,32.4,22.0,33.0,74.0,65.0,1005.3,1004.5,30.1,31.6,No
40420,2009-01-12,27.6,33.9,19.0,31.0,73.0,66.0,1008.7,1006.2,30.4,32.4,No
40421,2009-01-21,25.0,32.5,9.0,19.0,83.0,61.0,1010.4,1006.4,28.7,31.4,Yes
40422,2009-01-28,26.9,30.8,22.0,20.0,72.0,85.0,1006.5,1004.4,29.5,27.4,Yes
40423,2009-01-29,24.5,31.8,13.0,20.0,85.0,86.0,1005.6,1003.5,28.2,26.2,Yes
40424,2009-02-02,23.2,32.2,28.0,35.0,74.0,67.0,1004.3,1001.1,28.9,31.2,No
40425,2009-02-05,26.9,32.0,26.0,35.0,75.0,70.0,1004.1,1001.8,29.4,30.0,Yes
40426,2009-02-08,24.5,31.2,24.0,35.0,81.0,78.0,1005.8,1004.2,28.3,29.2,Yes
40427,2009-02-14,24.6,30.7,11.0,6.0,87.0,75.0,1008.8,1006.6,27.6,29.2,Yes
40428,2009-02-16,24.5,26.5,13.0,7.0,96.0,97.0,1008.2,1005.8,24.9,24.6,Yes
40429,2009-02-19,25.3,32.4,13.0,24.0,77.0,64.0,1007.5,1005.3,28.6,32.2,No
40430,2009-02-21,26.7,33.0,13.0,28.0,79.0,67.0,1008.3,1003.9,28.9,32.5,Yes
40431,2009-02-22,25.2,31.1,17.0,15.0,84.0,87.0,1006.5,1003.7,28.9,25.9,Yes
40432,2009-02-27,23.7,29.4,11.0,17.0,89.0,79.0,1008.2,1005.4,26.5,28.5,No
40433,2009-03-04,25.5,32.9,6.0,11.0,89.0,64.0,1011.1,1007.2,26.5,31.5,No
40434,2009-03-06,25.0,34.4,17.0,17.0,72.0,45.0,1009.7,1006.2,29.2,34.3,No
40435,2009-03-11,26.7,33.5,19.0,31.0,76.0,65.0,1009.4,1006.2,29.7,32.3,Yes
40436,2009-03-16,23.5,31.7,13.0,9.0,84.0,70.0,1009.2,1006.4,25.9,31.0,Yes
40437,2009-03-17,24.2,32.6,11.0,13.0,88.0,62.0,1009.4,1005.8,26.0,32.0,Yes
40438,2009-03-21,25.1,34.2,13.0,31.0,76.0,59.0,1010.3,1006.5,28.8,32.9,No
40439,2009-03-22,25.3,33.8,11.0,28.0,77.0,58.0,1010.0,1007.0,29.3,33.3,No
40440,2009-03-27,24.5,32.5,15.0,19.0,76.0,49.0,1011.8,1009.1,27.3,31.5,No
40441,2009-03-29,24.8,32.6,24.0,30.0,71.0,43.0,1010.1,1007.5,27.4,32.3,No
40442,2009-03-30,25.1,32.8,28.0,30.0,71.0,41.0,1010.1,1008.1,27.9,32.3,No
40443,2009-03-31,25.9,34.0,15.0,19.0,75.0,45.0,1011.0,1007.4,28.5,33.2,No
40444,2009-04-03,24.4,32.6,7.0,17.0,66.0,56.0,1012.4,1009.0,29.1,32.2,No
40445,2009-04-04,24.1,33.2,9.0,22.0,68.0,57.0,1012.8,1008.6,29.5,31.9,No
40446,2009-04-07,22.9,33.4,9.0,15.0,76.0,67.0,1011.1,1008.0,28.1,30.3,Yes
40447,2009-04-08,22.1,33.1,7.0,17.0,75.0,68.0,1011.2,1008.0,28.5,30.9,Yes
40448,2009-04-12,25.8,34.5,11.0,19.0,76.0,48.0,1010.5,1006.9,30.0,33.7,No
40449,2009-04-16,25.3,32.4,15.0,6.0,90.0,90.0,1009.8,1006.3,26.5,26.8,Yes
40450,2009-04-17,26.1,32.8,13.0,13.0,91.0,72.0,1009.1,1006.2,27.8,31.6,No
40451,2009-04-19,25.9,33.3,15.0,17.0,85.0,50.0,1010.0,1006.8,27.5,31.9,No
40452,2009-04-23,24.5,34.0,11.0,19.0,74.0,49.0,1011.3,1008.5,29.3,32.6,No
40453,2009-04-26,24.8,35.1,9.0,15.0,72.0,38.0,1012.1,1008.5,29.3,34.4,No
40454,2009-04-30,22.1,33.8,22.0,15.0,34.0,26.0,1012.4,1008.7,25.4,33.2,No
40455,2009-05-07,23.7,31.9,22.0,19.0,42.0,26.0,1012.9,1009.6,25.7,30.9,No
40456,2009-05-10,22.8,33.4,15.0,22.0,65.0,40.0,1011.0,1008.4,27.1,32.8,No
40457,2009-05-12,21.9,32.1,28.0,20.0,27.0,24.0,1011.3,1007.9,24.4,31.5,No
40458,2009-05-13,19.2,31.1,24.0,17.0,32.0,24.0,1010.7,1006.9,22.4,30.3,No
40459,2009-05-18,24.5,32.9,9.0,20.0,73.0,57.0,1010.8,1007.6,27.3,31.5,No
40460,2009-05-28,21.0,32.3,17.0,19.0,73.0,39.0,1012.5,1009.3,25.5,31.8,No
40461,2009-05-31,23.3,32.8,19.0,20.0,75.0,50.0,1014.8,1010.6,27.2,31.7,No
40462,2009-06-04,21.3,33.3,19.0,26.0,54.0,26.0,1014.2,1010.2,25.6,32.9,No
40463,2009-06-06,19.5,31.1,6.0,17.0,62.0,56.0,1014.0,1010.9,26.8,30.1,No
40464,2009-06-08,22.4,32.8,11.0,19.0,67.0,34.0,1014.7,1011.3,27.8,31.8,No
40465,2009-06-14,18.8,32.1,9.0,19.0,52.0,25.0,1013.9,1010.2,24.1,31.3,No
40466,2009-06-20,14.9,30.0,20.0,13.0,42.0,18.0,1014.7,1011.0,20.5,29.6,No
40467,2009-06-24,21.5,32.8,19.0,15.0,74.0,30.0,1013.6,1009.8,26.4,32.1,No
40468,2009-06-25,20.3,32.4,9.0,19.0,75.0,51.0,1013.5,1009.6,25.6,31.0,No
40469,2009-06-27,21.1,30.9,7.0,26.0,96.0,56.0,1012.7,1008.5,23.9,30.3,No
40470,2009-06-29,20.6,31.8,11.0,19.0,88.0,44.0,1012.1,1009.5,25.6,31.1,No
40471,2009-06-30,22.2,30.8,7.0,19.0,78.0,59.0,1014.7,1011.3,26.8,29.8,No
40472,2009-07-05,17.7,29.9,17.0,17.0,39.0,29.0,1014.9,1011.4,22.8,28.6,No
40473,2009-07-06,15.2,31.4,15.0,13.0,39.0,31.0,1014.4,1010.7,22.5,29.3,No
40474,2009-07-07,18.4,30.8,26.0,11.0,32.0,23.0,1014.1,1010.6,22.3,29.7,No
40475,2009-07-10,16.5,30.7,15.0,19.0,34.0,26.0,1013.9,1009.7,21.8,29.4,No
40476,2009-07-14,18.5,32.3,9.0,22.0,70.0,56.0,1014.1,1009.8,24.4,29.1,No
40477,2009-07-16,17.9,29.9,19.0,17.0,32.0,16.0,1016.2,1012.0,21.2,29.1,No
40478,2009-07-17,17.0,29.3,28.0,9.0,32.0,18.0,1015.7,1011.3,19.7,28.6,No
40479,2009-07-19,20.3,31.9,24.0,17.0,44.0,40.0,1014.7,1011.7,24.0,30.1,No
40480,2009-07-23,20.2,32.0,15.0,20.0,77.0,56.0,1014.4,1010.2,25.3,29.0,No
40481,2009-07-27,18.9,33.4,9.0,24.0,64.0,19.0,1015.4,1011.1,25.7,32.9,No
40482,2009-07-28,20.0,32.3,22.0,33.0,39.0,13.0,1016.2,1012.4,23.5,32.1,No
40483,2009-07-30,15.1,31.0,24.0,20.0,34.0,19.0,1017.4,1012.4,21.4,30.1,No
40484,2009-08-03,16.2,31.7,20.0,20.0,41.0,25.0,1016.0,1012.4,22.5,31.2,No
40485,2009-08-04,20.0,32.2,20.0,22.0,54.0,31.0,1014.9,1011.2,24.1,30.5,No
40486,2009-08-05,17.4,32.0,11.0,22.0,71.0,45.0,1014.5,1011.0,25.3,29.3,No
40487,2009-08-11,18.9,31.1,2.0,22.0,67.0,53.0,1015.4,1011.1,25.4,28.8,No
40488,2009-08-12,18.9,30.3,15.0,19.0,65.0,64.0,1015.4,1012.0,25.9,26.9,No
40489,2009-08-14,20.6,31.9,17.0,20.0,76.0,42.0,1016.0,1011.1,25.2,31.5,No
40490,2009-08-15,21.1,31.5,9.0,20.0,74.0,53.0,1015.4,1011.2,26.4,30.0,No
40491,2009-08-19,19.1,32.9,15.0,17.0,66.0,21.0,1017.4,1012.5,26.0,32.0,No
40492,2009-08-22,20.4,33.5,9.0,26.0,65.0,33.0,1014.7,1010.3,26.6,32.3,No
40493,2009-08-23,20.7,31.0,6.0,26.0,64.0,40.0,1014.4,1010.4,26.7,30.4,No
40494,2009-08-26,21.8,31.7,9.0,22.0,69.0,53.0,1013.8,1009.8,26.7,30.6,No
40495,2009-09-01,23.9,33.8,6.0,19.0,67.0,52.0,1013.9,1009.2,28.7,31.9,No
40496,2009-09-08,22.0,32.5,9.0,28.0,82.0,56.0,1013.2,1009.0,28.0,31.9,No
40497,2009-09-10,23.5,32.3,9.0,15.0,68.0,50.0,1014.7,1010.4,28.1,31.0,No
40498,2009-09-12,23.2,34.5,15.0,24.0,62.0,25.0,1015.6,1012.1,28.3,33.1,No
40499,2009-09-14,24.5,32.1,20.0,24.0,67.0,60.0,1015.0,1010.6,28.6,31.0,No
40500,2009-09-22,27.2,33.3,17.0,33.0,68.0,54.0,1012.3,1008.2,29.3,32.4,No
40501,2009-09-29,23.5,32.9,11.0,24.0,63.0,44.0,1010.9,1006.2,29.1,32.4,No
40502,2009-10-03,25.5,33.0,11.0,26.0,73.0,62.0,1012.7,1008.9,29.7,32.0,No
40503,2009-10-08,22.7,35.4,11.0,20.0,64.0,40.0,1012.6,1008.7,28.7,32.9,No
40504,2009-10-15,25.9,34.9,17.0,28.0,69.0,36.0,1013.1,1009.6,29.6,34.0,No
40505,2009-10-19,22.3,35.1,11.0,26.0,34.0,41.0,1014.4,1010.7,28.7,32.7,No
40506,2009-10-26,24.0,33.5,9.0,28.0,58.0,45.0,1011.6,1007.3,29.9,32.6,No
40507,2009-10-29,24.7,35.4,15.0,17.0,69.0,24.0,1012.5,1008.2,29.6,34.9,No
40508,2009-11-01,25.6,35.7,17.0,35.0,64.0,40.0,1013.3,1009.1,30.2,33.9,No
40509,2009-11-02,25.7,34.9,7.0,24.0,56.0,50.0,1014.1,1010.1,30.3,33.1,Yes
40510,2009-11-03,23.8,33.0,9.0,13.0,70.0,79.0,1013.3,1009.6,29.1,29.0,Yes
40511,2009-11-04,26.1,31.6,6.0,15.0,81.0,58.0,1013.7,1009.5,27.3,31.0,No
40512,2009-11-09,23.6,34.3,13.0,28.0,74.0,47.0,1010.1,1005.5,29.0,32.9,Yes
40513,2009-11-10,22.7,33.5,13.0,20.0,82.0,54.0,1008.7,1004.9,27.1,33.5,Yes
40514,2009-11-12,25.3,33.2,9.0,28.0,76.0,96.0,1011.8,1008.7,29.2,24.4,Yes
40515,2009-11-26,24.6,33.9,17.0,22.0,71.0,58.0,1011.2,1007.3,29.0,32.3,Yes
40516,2009-11-27,25.4,32.7,6.0,22.0,77.0,59.0,1012.0,1008.3,28.4,32.3,No
40517,2009-11-30,25.5,34.5,11.0,28.0,70.0,62.0,1009.6,1007.4,28.6,33.4,No
40518,2009-12-03,23.9,34.7,13.0,28.0,72.0,60.0,1011.0,1006.9,30.1,33.5,No
40519,2009-12-08,26.7,34.7,17.0,30.0,71.0,56.0,1009.5,1005.9,31.1,34.2,No
40520,2009-12-09,28.4,34.8,19.0,30.0,66.0,55.0,1008.3,1004.6,31.6,33.7,No
40521,2009-12-10,29.7,32.3,15.0,20.0,75.0,65.0,1007.8,1004.5,30.7,31.7,Yes
40522,2009-12-11,23.0,32.3,4.0,22.0,88.0,73.0,1008.0,1004.4,27.1,30.4,Yes
40523,2009-12-15,24.3,32.7,15.0,15.0,87.0,87.0,1009.3,1007.3,28.1,27.5,Yes
40524,2009-12-16,24.6,31.5,11.0,24.0,84.0,75.0,1010.9,1008.0,27.5,29.3,Yes
40525,2009-12-20,24.3,33.3,11.0,22.0,72.0,61.0,1011.9,1008.1,29.4,32.3,No
40526,2010-01-05,24.0,28.9,46.0,28.0,95.0,90.0,1003.0,1001.9,25.8,27.0,Yes
40527,2010-01-10,23.7,31.5,6.0,28.0,86.0,75.0,1007.7,1004.0,27.8,30.2,Yes
40528,2010-01-18,23.2,32.3,2.0,24.0,77.0,67.0,1008.9,1006.2,28.5,31.6,No
40529,2010-01-27,26.5,33.1,13.0,28.0,72.0,63.0,1006.5,1003.4,28.9,32.3,Yes
40530,2010-01-28,22.6,29.3,24.0,28.0,99.0,78.0,1007.1,1002.4,24.3,28.1,Yes
40531,2010-02-02,25.9,32.3,26.0,30.0,76.0,72.0,1007.0,1004.6,29.9,31.4,Yes
40532,2010-02-11,27.6,33.2,17.0,22.0,72.0,61.0,1011.3,1008.4,29.9,32.6,No
40533,2010-02-12,27.5,33.2,19.0,28.0,64.0,60.0,1010.4,1007.7,30.4,32.4,No
40534,2010-02-16,25.9,32.9,7.0,22.0,80.0,63.0,1009.9,1006.6,29.7,32.1,No
40535,2010-02-17,25.4,33.1,4.0,22.0,78.0,63.0,1010.2,1006.9,29.9,32.7,Yes
40536,2010-02-19,24.5,34.1,7.0,31.0,75.0,63.0,1010.4,1006.5,30.1,33.0,No
40537,2010-02-21,26.1,34.1,13.0,20.0,78.0,62.0,1008.6,1005.6,30.6,33.1,Yes
40538,2010-02-23,23.4,31.3,0.0,13.0,71.0,73.0,1007.8,1005.2,29.0,29.4,Yes
40539,2010-02-24,25.9,32.9,9.0,24.0,86.0,67.0,1007.5,1003.8,28.8,30.9,Yes
40540,2010-02-25,26.1,31.6,19.0,35.0,84.0,75.0,1006.5,1004.1,28.9,30.6,Yes
40541,2010-03-03,25.2,33.0,13.0,22.0,80.0,65.0,1009.8,1005.9,28.5,32.4,No
40542,2010-03-05,26.2,33.3,0.0,20.0,78.0,59.0,1011.4,1008.3,29.6,32.7,No
40543,2010-03-07,25.6,33.2,11.0,30.0,76.0,63.0,1010.9,1008.0,30.2,32.5,No
40544,2010-03-14,24.1,31.5,11.0,17.0,90.0,64.0,1011.4,1007.8,26.3,30.7,No
40545,2010-03-18,26.8,34.6,15.0,19.0,68.0,38.0,1012.2,1008.4,29.6,34.0,No
40546,2010-03-21,25.5,32.2,6.0,17.0,73.0,74.0,1010.0,1006.6,29.9,29.4,Yes
40547,2010-03-22,24.9,33.2,9.0,20.0,70.0,60.0,1009.4,1006.2,29.0,32.2,No
40548,2010-03-25,25.6,33.1,26.0,15.0,79.0,56.0,1008.9,1005.5,27.7,32.8,Yes
40549,2010-03-26,23.4,34.4,15.0,15.0,76.0,45.0,1009.1,1005.2,29.1,33.5,No
40550,2010-03-30,25.8,33.4,13.0,22.0,88.0,65.0,1008.0,1004.5,28.0,31.9,Yes
40551,2010-04-03,23.9,33.0,19.0,24.0,77.0,65.0,1008.8,1006.2,29.9,30.5,Yes
40552,2010-04-04,24.8,32.9,17.0,26.0,73.0,68.0,1009.0,1005.7,30.6,29.1,No
40553,2010-04-05,27.9,33.7,17.0,17.0,79.0,57.0,1008.0,1004.7,30.4,30.8,Yes
40554,2010-04-11,25.0,31.3,9.0,13.0,80.0,76.0,1010.1,1006.7,29.0,30.5,Yes
40555,2010-04-12,24.6,32.5,39.0,19.0,94.0,63.0,1010.7,1006.5,24.6,31.7,Yes
40556,2010-04-16,24.8,33.6,17.0,20.0,78.0,60.0,1010.7,1007.4,28.5,31.7,No
40557,2010-04-23,24.7,33.4,11.0,15.0,77.0,57.0,1013.0,1008.5,29.9,33.0,No
40558,2010-04-28,24.5,29.7,20.0,17.0,85.0,73.0,1014.8,1012.1,26.2,28.4,Yes
40559,2010-04-29,25.3,32.2,24.0,22.0,77.0,55.0,1014.4,1011.8,26.3,31.9,No
40560,2010-05-02,25.5,33.5,20.0,24.0,65.0,49.0,1013.1,1009.8,28.3,33.0,No
40561,2010-05-04,25.0,33.6,20.0,30.0,60.0,51.0,1011.9,1008.3,28.4,32.4,No
40562,2010-05-05,25.5,33.9,26.0,31.0,68.0,43.0,1011.0,1007.7,28.0,33.3,No
40563,2010-05-12,24.0,31.8,19.0,17.0,58.0,45.0,1011.0,1008.7,26.9,30.8,No
40564,2010-05-13,23.9,33.2,24.0,20.0,48.0,36.0,1011.1,1007.2,27.3,32.3,No
40565,2010-05-21,24.2,30.7,15.0,15.0,88.0,91.0,1012.9,1009.3,25.9,26.4,Yes
40566,2010-05-25,24.2,32.5,9.0,17.0,85.0,65.0,1012.8,1009.1,27.4,30.3,No
40567,2010-05-26,24.3,32.2,13.0,19.0,74.0,72.0,1012.3,1008.6,28.6,30.1,Yes
40568,2010-05-27,24.4,31.2,15.0,9.0,94.0,67.0,1013.1,1009.9,25.1,29.5,No
40569,2010-05-30,24.5,31.9,24.0,20.0,76.0,56.0,1014.1,1010.7,27.3,30.9,No
40570,2010-06-01,20.7,30.5,24.0,9.0,52.0,46.0,1014.0,1010.7,23.2,29.5,No
40571,2010-06-02,20.9,31.4,19.0,20.0,45.0,26.0,1014.2,1011.6,24.6,30.9,No
40572,2010-06-04,17.0,27.9,20.0,15.0,50.0,22.0,1016.4,1012.8,18.7,27.6,No
40573,2010-06-08,19.3,30.5,28.0,20.0,60.0,40.0,1015.2,1010.9,23.0,29.6,No
40574,2010-06-13,19.2,30.1,24.0,11.0,48.0,33.0,1015.3,1013.2,22.0,29.1,No
40575,2010-06-15,20.4,30.5,26.0,9.0,42.0,36.0,1014.7,1011.2,23.6,29.8,No
40576,2010-06-19,20.4,31.7,20.0,26.0,47.0,35.0,1015.6,1011.7,24.3,30.2,No
40577,2010-06-23,21.0,32.8,24.0,24.0,62.0,41.0,1015.5,1011.4,23.6,32.1,No
40578,2010-06-25,22.5,32.5,24.0,22.0,64.0,48.0,1012.5,1009.9,26.4,30.3,No
40579,2010-06-28,21.5,32.6,20.0,15.0,48.0,34.0,1012.1,1009.9,24.4,32.0,No
40580,2010-07-02,21.9,31.9,28.0,30.0,26.0,27.0,1015.5,1011.9,23.0,31.1,No
40581,2010-07-03,20.5,31.7,26.0,28.0,37.0,36.0,1015.6,1011.7,22.3,31.6,No
40582,2010-07-06,23.5,31.8,13.0,17.0,83.0,54.0,1012.7,1010.0,24.8,30.6,No
40583,2010-07-07,21.0,31.7,30.0,15.0,50.0,46.0,1014.9,1010.9,23.6,31.2,No
40584,2010-07-11,21.5,33.2,17.0,19.0,71.0,30.0,1015.6,1011.8,25.6,32.4,No
40585,2010-07-12,20.4,32.4,11.0,20.0,68.0,36.0,1014.4,1010.5,25.7,31.2,No
40586,2010-07-14,19.8,33.5,24.0,28.0,69.0,32.0,1013.9,1009.8,25.2,32.6,No
40587,2010-07-16,22.6,31.5,30.0,20.0,58.0,35.0,1014.2,1011.1,24.8,30.5,No
40588,2010-07-18,21.2,32.7,20.0,20.0,53.0,36.0,1014.8,1011.2,24.8,31.8,No
40589,2010-07-21,19.9,31.8,20.0,13.0,42.0,29.0,1014.3,1010.3,22.6,30.5,No
40590,2010-07-22,19.7,32.5,24.0,13.0,31.0,26.0,1014.5,1010.4,22.3,31.3,No
40591,2010-07-23,22.2,32.7,22.0,24.0,39.0,35.0,1013.4,1009.7,25.0,32.3,No
40592,2010-07-24,24.8,33.5,33.0,31.0,53.0,38.0,1013.6,1009.5,27.7,32.9,No
40593,2010-07-25,25.8,34.2,26.0,28.0,52.0,37.0,1012.9,1009.2,27.3,33.6,No
40594,2010-08-02,24.7,32.3,24.0,30.0,42.0,26.0,1017.1,1011.8,25.2,30.5,No
40595,2010-08-03,22.3,30.6,26.0,22.0,29.0,26.0,1015.2,1011.0,24.6,29.9,No
40596,2010-08-05,18.3,32.4,22.0,15.0,29.0,22.0,1014.9,1010.8,22.1,30.9,No
40597,2010-08-07,18.8,32.2,20.0,22.0,31.0,15.0,1015.5,1011.0,22.8,31.5,No
40598,2010-08-09,18.4,32.9,11.0,19.0,64.0,36.0,1012.2,1009.8,23.9,29.9,No
40599,2010-08-13,18.0,31.2,20.0,19.0,30.0,37.0,1014.7,1010.7,21.7,28.9,No
40600,2010-09-01,23.3,34.3,17.0,28.0,65.0,43.0,1013.6,1009.9,28.5,33.1,No
40601,2010-09-02,24.5,34.1,13.0,28.0,75.0,45.0,1013.1,1009.1,27.9,33.1,No
40602,2010-09-06,24.5,34.5,11.0,24.0,78.0,48.0,1013.1,1008.5,28.0,32.7,No
40603,2010-09-07,25.9,33.9,30.0,26.0,59.0,45.0,1012.7,1009.0,28.2,32.5,No
40604,2010-09-15,25.0,34.9,7.0,28.0,68.0,44.0,1012.9,1008.8,28.3,33.4,No
40605,2010-09-16,26.2,33.7,20.0,30.0,70.0,48.0,1012.6,1009.2,28.7,32.4,No
40606,2010-09-18,23.7,32.9,7.0,26.0,61.0,55.0,1012.0,1007.4,29.4,31.8,No
40607,2010-09-19,25.7,35.3,11.0,15.0,83.0,35.0,1011.2,1007.2,26.2,33.6,Yes
40608,2010-09-20,23.2,33.1,30.0,17.0,45.0,35.0,1013.5,1009.6,25.4,32.1,No
40609,2010-09-21,23.4,35.3,33.0,26.0,38.0,46.0,1013.9,1009.3,27.4,31.9,No
40610,2010-09-27,25.6,33.0,6.0,26.0,73.0,66.0,1012.4,1008.0,29.5,31.0,No
40611,2010-10-06,26.4,34.4,4.0,24.0,69.0,63.0,1010.4,1007.8,29.8,28.0,Yes
40612,2010-10-09,23.6,32.2,15.0,19.0,66.0,59.0,1010.7,1007.3,27.9,30.9,Yes
40613,2010-10-22,24.1,34.3,15.0,26.0,68.0,46.0,1011.5,1007.8,28.7,33.4,No
40614,2010-10-23,25.7,34.9,19.0,31.0,67.0,42.0,1011.4,1007.8,29.6,34.1,No
40615,2010-10-25,25.9,33.9,11.0,24.0,71.0,55.0,1011.9,1008.1,29.7,32.5,No
40616,2010-10-28,23.1,33.8,11.0,17.0,73.0,54.0,1010.5,1006.4,27.2,32.2,Yes
40617,2010-10-30,25.2,32.8,7.0,15.0,69.0,83.0,1010.2,1006.2,30.2,26.2,Yes
40618,2010-10-31,22.5,32.0,17.0,13.0,90.0,58.0,1010.9,1006.9,23.2,31.1,No
40619,2010-11-08,24.3,34.1,6.0,28.0,70.0,44.0,1011.8,1008.5,30.2,33.3,No
40620,2010-11-12,27.5,33.7,17.0,19.0,64.0,50.0,1009.9,1006.5,30.2,32.9,No
40621,2010-11-15,23.4,33.5,2.0,26.0,71.0,60.0,1011.2,1007.0,29.8,32.3,Yes
40622,2010-11-19,23.7,33.2,15.0,15.0,82.0,58.0,1009.6,1006.0,26.3,32.3,No
40623,2010-11-22,25.9,33.7,6.0,9.0,72.0,81.0,1008.5,1005.5,30.4,27.4,Yes
40624,2010-11-23,25.8,33.6,6.0,20.0,64.0,58.0,1009.5,1005.5,30.8,32.8,No
40625,2010-11-28,24.7,32.8,2.0,15.0,78.0,69.0,1008.5,1005.9,28.5,30.4,No
40626,2010-11-29,25.6,30.8,11.0,19.0,78.0,98.0,1007.7,1005.9,30.4,25.0,Yes
40627,2010-12-07,23.7,32.9,7.0,17.0,69.0,66.0,1006.2,1002.5,30.6,32.4,Yes
40628,2010-12-13,23.9,32.2,15.0,13.0,85.0,54.0,1009.3,1005.7,26.4,31.4,Yes
40629,2010-12-19,23.7,31.5,6.0,15.0,91.0,70.0,1008.9,1005.2,25.0,30.7,Yes
40630,2010-12-27,22.5,27.6,4.0,24.0,90.0,87.0,1003.1,1001.3,25.8,26.5,Yes
